area,name,tel,address,hp,type,hours,closed_days,comment,other,map,source_association,website
tokyo,株式会社 K's Corporation（駒沢ダンスガーデン）,03-3419-9877,東京都世田谷区上馬3-7-8 トーヨービル７F,https://www.ks-co.co.jp,社交ダンス教室,,,JBDF,可,,JBDF,https://www.ks-co.co.jp
kyoto,ダンススクールダンディー,0774-71-3678,京都府木津川市吐師高樋７－７木津川台駅ビル２Ｆ・３Ｆ,http://dance-dandy.com/,社交ダンス教室,,,,可,,JDSF,https://www.lets-dance.jp/products/detail.php?product_id=784
fukuoka,住吉ダンススクール,092-541-3979,〒815-0041 福岡県福岡市南区野間2-15 ２Ｆ,http://www3.coara.or.jp/~ssds/,社交ダンス教室,,,,可,,JDSF,http://www3.coara.or.jp/~ssds/
aichi,N・Sダンススタジオ,0568-25-2346,愛知県北名古屋市西春駅前1-30ＴＷビル3Ｆ,https://ns-dancestudio.com/,社交ダンス教室,,,JBDF,可,,JBDF,https://ns-dancestudio.com/
tokyo,北條ダンススクール,03-3832-2927,東京都台東区上野4-3-8 三浦ビル3・4Ｆ,https://www.hojodance.com/,社交ダンス教室,,,JBDF,可,,JBDF,https://www.hojodance.com/
tokyo,伊藤ダンススクールKANAMACHI,03-3609-0880,東京都葛飾区東金町1-45-4 綾部ビル3F,https://ito-danceschool.com/,社交ダンス教室,,,JBDF,可,,JBDF,https://ito-danceschool.com/
tokyo,国分寺ウチダダンススクール,0423-21-6626,東京都国分寺市南町2-1-31 青木ビル3F,https://www.kokubunji-uchidadance.com/,社交ダンス教室,,,JBDF,可,,JBDF,https://www.kokubunji-uchidadance.com/
tokyo,吉本ダンススタジオ,03-3765-9474,〒143-0016 東京都大田区大森北１－３４－２五光ビル　３階,http://www.yoshimoto-dancestudio.com/,社交ダンス教室,月曜日～土曜日 13:00～22:00 祝日 13:00～21:00,日曜日,,,,シャルだん,http://www.yoshimoto-dancestudio.com/
tokyo,馬渕ダンススタジオ,03-3735-0320,東京都大田区西蒲田7-28-5 中島ビル3Ｆ,https://www.mabuchi-dance.com/,社交ダンス教室,,,JBDF,可,,JBDF,https://www.mabuchi-dance.com/
aichi,ヒサムラダンススクール,052-471-3636,愛知県名古屋市中村区寿町１０番地山田ビル２F,http://hisamura-dance.jp/,社交ダンス教室,,,JBDF,可,,JBDF,http://hisamura-dance.jp/
tokyo,下北沢ART-BASE,03-6805-5115,〒155-0031 東京都世田谷区北沢2-19-13丸石ビル３F,http://www.shimokitazawa-art-base.com,社交ダンス教室,月 ～日: 9 : 00 ～ 21 : 00 (※深夜レンタル有),年中無休,,,,シャルだん,http://www.shimokitazawa-art-base.com
kanagawa,石井篤志ダンスガーデン,0466-46-0637,〒252-0804 神奈川県藤沢市湘南台２－１３－４大門ビル４Ｆ,http://www.dance-garden.com,社交ダンス教室,平日 12:00～21:00 土曜日 12:00～18:00,日曜日、祝祭日,,,,シャルだん,http://www.dance-garden.com
tokyo,ヨコタダンススクール,03-421-7277,東京都台東区浅草橋1－19－4 白崎ビル2F,http://yokotadance.com/index.html,社交ダンス教室,,,JBDF,可,,JBDF,http://yokotadance.com/index.html
tokyo,長井慎平ダンススタジオ,03-3409-2705,東京都渋谷区渋谷1-14-15 森ビル７Ｆ,https://nagai-dance.com/,社交ダンス教室,,,JBDF,可,,JBDF,https://nagai-dance.com/
tokyo,レジェンド愛,03-6233-9378,〒東京都新宿区歌舞伎町2-14-8メトロプラザ2ビル　4階,http://legend-ai.com/,趣味・個人,19:00〜25:00,水曜日,,,,シャルだん,http://legend-ai.com/
tokyo,ダンスアカデミー町屋,03-3895-3775,東京都荒川区町屋2-2-20 斉藤ビル5F,https://machiya-culture-school.jp/class/dance/,社交ダンス教室,,,JBDF,可,,JBDF,https://machiya-culture-school.jp/class/dance/
tokyo,たにどうダンスワールド,03-3583-1788,東京都港区赤坂3-9-4 赤坂扇やビル4階,https://www.tanido-dance.com/,社交ダンス教室,,,JBDF,可,,JBDF,https://www.tanido-dance.com/
tokyo,大竹辰郎ダンススクール,03-3846-2225,東京都墨田区両国1-17-6 照国ビル2F,http://www.otakedance.com/,社交ダンス教室,,,JBDF,可,,JBDF,http://www.otakedance.com/
tokyo,FESSIダンススクール,03-6300-9576,〒151-0071 東京渋谷区本町６－３４－８B1F,https://fessi-dance.com/,社交ダンス教室,,,,可,,JDSF,https://fessi-dance.com/
tokyo,J'sダンスアカデミー,03-3774-7523,東京都大田区山王2-8-26 東辰ビル2F,https://www.js-dance.com/,社交ダンス教室,,,JBDF,可,,JBDF,https://www.js-dance.com/
aichi,フクイケンジダンスアカデミー,052-936-4070,愛知県名古屋市東区葵2-4-1三恵ビル2Ｆ,https://www.fukuidance.com/,社交ダンス教室,,,JBDF,可,,JBDF,https://www.fukuidance.com/
tokyo,二ッ森司ダンススクール,03-3707-3306,東京都世田谷区玉川3-6-7 横溝ビル2Ｆ,http://tmdanceschool.web.fc2.com/index.html,社交ダンス教室,,,JBDF,可,,JBDF,https://futatsumoritsukasa.wixsite.com/mysite
tokyo,杉山ダンススタジオ,080-2029-4485,東京都板橋区南町14-1 ストアハウス2F,https://hiroyukisugiyama56.wixsite.com/sugiyamadancestudio,社交ダンス教室,,,JBDF,可,,JBDF,https://hiroyukisugiyama56.wixsite.com/sugiyamadancestudio
tokyo,池村ダンススクール,03-6276-8278,東京都目黒区鷹番3-19-5 丸橋ビル2Ｆ,https://peraichi.com/landing_pages/view/ikemuradance/,社交ダンス教室,,,JBDF,可,,JBDF,https://peraichi.com/landing_pages/view/ikemuradance/
tokyo,カワハラ・ダンススタジオ,042-629-9470,東京都八王子めじろ台1-8-25 F105,https://www.kawaharadance.com/,社交ダンス教室,,,JBDF,可,,JBDF,https://www.kawaharadance.com/
chiba,エビハラダンススタジオ,047-7125-6397,〒278-0022 千葉野田市 山崎２４７２－２９,http://ebihara-dance.com/,社交ダンス教室,,,,可,,JDSF,https://www.ebiharadance.com/
mie,アトリエ ジョジョ,059-354-1415,〒510-0075　三重県四日市市安島2-2-17　2F,https://www.atelierjyojyo.com/,ダンス用品店,,,衣装,可,,Let's dance,https://www.atelierjyojyo.com/
osaka,ダンススクール寺岡,06-6486-3558,大阪市北区本庄東２－２－３０ＷＩＳＨ大阪ビル７Ｆ,http://www.dance-teraoka.com,社交ダンス教室,,,,可,,JDSF,http://www.dance-teraoka.com
tokyo,ジェイズダンスアカデミー駒込,03-6902-1019,東京都豊島区駒込1-3-5 遠藤ビルB1,https://www.js-dance.com/school/school02/,社交ダンス教室,,,JBDF,可,,JBDF,https://www.js-dance.com/school/school02/
mie,ヒサムラダンススクール津教室,059-225-2733,〒514-0831　三重県津市本町29-17西村ビル3F,http://hisamura-dance.jp/,社交ダンス教室,,,,可,,Let's dance,http://hisamura-dance.jp/
aichi,名古屋/ 東京ソシアルダンスアカデミー,052-741-5015,〒464-0075　愛知県名古屋市千種区内山3丁目9-1,https://newlod.com/school/231365/,社交ダンス教室,,,,可,,Let's dance,https://newlod.com/school/231365/
osaka,セレスホール,072-621-0717,〒567-0041 大阪府茨木市下穂積1-8-3セレスホール,http://www.c-hall.jp/,練習場・ホール,13:00～21:00,年中無休(年末年始を除く),,,,シャルだん,http://www.c-hall.jp/
tokyo,ダンススクール市川,03-6427-5252,東京都新宿区四谷3-8-9 三井ビル3階,https://dance-school-ichikawa.net/,社交ダンス教室,,,JBDF,可,,JBDF,https://dance-school-ichikawa.net/
tokyo,シムラダンススクール国立,042-574-2831,東京都国立市中1-15-2 向陽ビル4F,http://www.shimuradance.com/,社交ダンス教室,,,JBDF,可,,JBDF,http://www.shimuradance.com/
aomori,M&C SATOHダンススクール,017-776-3170,青森県青森市古川2-2-6　葛西ビル2F,https://www.mc-sds.com/,社交ダンス教室,,,JBDF,可,,JBDF,https://www.mc-sds.com/
osaka,ダンス夢ファクトリー 大阪教室,0797-35-0161,大阪府大阪市北区大淀中1-16-10高石ビル２F,http://www.dance-yume.co.jp,社交ダンス教室,,,,可,,JDSF,http://www.dance-yume.co.jp
yamaguchi,フクダダンスアカデミー,,〒753-0212 山口県山口市下小鯖2099-3陽だまり館,http://www.c-able.ne.jp/~m-fu2406/index.html,社交ダンス教室,月曜日～金曜日(希望あれば土曜日可),土日祝,,,,シャルだん,http://www.c-able.ne.jp/~m-fu2406/index.html
fukushima,SACHIKOダンススタジオ,024-555-1101,〒960-8055 福島県福島市野田町宇道端76,http://www.sachiko-co.net/,社交ダンス教室,,,,可,,JDSF,http://www.sachiko-co.net/
shizuoka,多美咲(たみしょう),055-980-5595,〒411-0943　静岡県駿東郡長泉町下土狩177-8,https://www.tamishyo.com/,ダンス用品店,,,,可,,Let's dance,https://www.tamishyo.com/
osaka,吉田宗鎮ダンススタジオ,06-6573-2996,〒552-0014 大阪府大阪市港区八幡屋2-1-2-2f,http://hiroshigedance.com,社交ダンス教室,11:00～20:00 ただし出張レッスン中で不在あり,日曜,,,,シャルだん,http://hiroshigedance.com
gifu,ダンスアカデミーヒロセ,058-385-5278,〒503-0805　岐阜県大垣市鶴見町137-2　2F,https://www.hirose-dance.jp/,社交ダンス教室,,,,可,,Let's dance,https://www.hirose-dance.jp/
tokyo,ミサワダンスステージ,03-3987-0129,東京都豊島区南大塚3-49-10-3F,http://misawadancestage.ikidane.com/,社交ダンス教室,,,JBDF,可,,JBDF,http://misawadancestage.ikidane.com/
aichi,マイムダンススクール,0565-54-4255,〒473-0914　愛知県豊田市若林東町上外根48-1,https://dance-maimu.oops.jp/,社交ダンス教室,,,,可,,Let's dance,https://dance-maimu.oops.jp/
saitama,幸手K&Yダンスクラブ,0480-44-1500,〒340-0121 埼玉幸手市上吉羽20-12,http://496.jp/kydc/index.htm,社交ダンス教室,,,,可,,JDSF,http://496.jp/kydc/index.htm
tokyo,加藤周介ダンスアカデミー,03-5284-1452,東京都足立区千住3-1 柏光ビル6Ｆ,http://www.ks-da.com/index.html,社交ダンス教室,,,JBDF,可,,JBDF,http://www.ks-da.com/index.html
hokkaido,ダンスファッション 千舞,0155-25-0210,〒080-0014 北海道帯広市西4条南24丁目19-2,http://www.chimai.biz/index.php,社交ダンスショップ/WEBショップ/サークル・団体,実店舗営業時間AM10:30～PM6:00 WEB 24時間オーダー受付中,毎水曜日,,,,シャルだん,http://www.chimai.biz/index.php
aichi,神田ダンススタジオ,080-3639-0044,〒487-0026　愛知県春日井市不二町2-7-11,https://king-masa-pc.wixsite.com/mysite,社交ダンス教室,,,,可,,Let's dance,https://king-masa-pc.wixsite.com/mysite
toyama,ＪＥＬダンススポーツクラブ,076-413-2820,〒939-8096 富山県富山市西大泉１５－８,https://jeldancesportsclub.com/,社交ダンス教室,,,,可,,JDSF,https://jeldancesportsclub.com/
tokyo,サカモトトモキダンススタジオ,03-5261-5830,東京都新宿区矢来町65 松原ビル2F,http://sinjyukukagurazakadance.amsstudio.jp/,社交ダンス教室,,,JBDF,可,,JBDF,https://sinjyuku-shakoudance.webnode.jp/
hyogo,ダンス夢ファクトリー 芦屋教室,0797-35-0161,兵庫県芦屋市大原町２－６ラ・モール芦屋２０８,http://www.dance-yume.co.jp,社交ダンス教室,,,,可,,JDSF,http://www.dance-yume.co.jp
aomori,社交ダンスホール・ステップセブン,080-1665-0707,〒036-8192 青森県弘前市鍛治町22-1カネヨビル,http://baira.chicappa.jp/dance-stepseven/,練習場・ホール,月〜土: 午後1時～3時30分 夜: 金・土のみ 7時～10時30分,"日曜,祭日",,,,シャルだん,http://baira.chicappa.jp/dance-stepseven/
kanagawa,ダンス&エステ 舞ＳＴＥＲ,045-932-5587,〒226-0003 神奈川県横浜市緑区鴨居２－１７－１１,http://www.mei-ster.com/,社交ダンスショップ,10:00～18:00,日曜日,,,,シャルだん,http://www.mei-ster.com/
tokyo,ダンススタジオ「あい」,0426-44-0015,東京都八王子市大和田町7－10－13,https://akiten.jp/matching/studioai/,社交ダンス教室,,,JBDF,可,,JBDF,https://akiten.jp/matching/studioai/
mie,IKEDA DANCE SPACE イケダダンススペース,059-377-4115,〒510-8103　三重県三重郡朝日町柿1423-1,https://www.ikeda-dance.com/,社交ダンス教室,,,,可,,Let's dance,https://www.ikeda-dance.com/
kyoto,水田ダンススタジオ,075-211-9392,京都府京都市中京区突抜町793MDSビル4F,http://mizuta-dance.com,社交ダンス教室,,,,可,,JDSF,http://mizuta-dance.com
tokyo,ADC,,〒103-0013 東京都中央区日本橋人形町1-1-17,http://udadc.blogspot.jp/,サークル・団体,-,-,,,,シャルだん,http://udadc.blogspot.jp/
shizuoka,有限会社多美咲,055-980-5595,〒411-0943 静岡県駿東郡長泉町下土狩177-8,http://www.tamishyo.com/,WEBショップ,平日9:00～18:00,土日祝日,,,,シャルだん,http://www.tamishyo.com/
gifu,ワタナベダンスカレッジ,0584-82-4175,〒503-0015　岐阜県大垣市林町7-753-1,https://watanabe-dance.com/,社交ダンス教室,,,,可,,Let's dance,https://watanabe-dance.com/
aichi,新東海ダンス教室,0562-34-5970,愛知県東海市加木屋町竹ケ谷86－2,http://www.shintokai.com/,社交ダンス教室,,,JBDF,可,,JBDF,http://www.shintokai.com/
mie,サワダマサヒロダンススタジオ,059-354-2475,〒510-0822　三重県四日市市芝田1-2-14,https://sawadamasahiro-ds.com/,社交ダンス教室,,,,可,,Let's dance,https://sawadamasahiro-ds.com/
aichi,ダンススタジオ・イノウエ,0564-25-4891,愛知県岡崎市欠町左義長1-9-2F,https://okanyu.jp/news/13078,社交ダンス教室,,,JBDF,可,,JBDF,https://okanyu.jp/news/13078
ibaraki,ランプレタ,029-254-1118,〒310-0905 茨城県水戸市石川1丁目3972-5,http://ranpureta.shopinfo.jp/,社交ダンスショップ/WEBショップ,10時～18時,毎週月曜日,,,,シャルだん,http://ranpureta.shopinfo.jp/
aichi,田川ダンススクール,0564-23-7007,〒444-0075　愛知県岡崎市伊賀町4-14-2,https://www.tagawa-ds.com/,社交ダンス教室,,,,可,,Let's dance,https://www.tagawa-ds.com/
tokyo,金城ダンススクール,03-6904-2162,東京都北区王子1-22-16-3F,http://www.kinjo-dance.com/,社交ダンス教室,,,JBDF,可,,JBDF,http://www.kinjo-dance.com/
kanagawa,スタジオM&E,046-252-8711,〒252-0004 神奈川県座間市東原3-13-26,http://www.studio-mande.jp/,社交ダンス教室,13:00~22:00,日曜定休,,,,シャルだん,http://www.studio-mande.jp/
aomori,田中昭寿ダンス教室,0178-47-2775,青森県八戸市番町3　NCビル6Ｆ,http://tanakadance.web.fc2.com/,社交ダンス教室,,,JBDF,可,,JBDF,http://tanakadance.web.fc2.com/
chiba,かまとり駅前ダンススクール,043-292-2656,〒266-0011 千葉県千葉市緑区鎌取町791-1,http://kamatoridance.wixsite.com/home,社交ダンス教室/サークル・団体,月~金 12:00~21:00まで 土 12:00~18:00まで(要相談で時間外も可能です) 日曜 定休 祝日も営業しております 臨時休業する場合もございますのでホームページかお電話でご確認下さい☆,日曜,,,,シャルだん,http://kamatoridance.wixsite.com/home
aomori,ダンスステージ サイトウ,0178-79-6845,青森県八戸市類家4丁目15番8号,http://dancestage-saito.com/,社交ダンス教室,,,JBDF,可,,JBDF,http://dancestage-saito.com/
aichi,ソシアルダンススタジオ イトウ,052-794-0510,愛知県名古屋市守山区町南7-13,https://www.social-ito.com/,社交ダンス教室,,,JBDF,可,,JBDF,https://www.social-ito.com/
gifu,ダンススクールイワモト,058-201-0800,〒502-0812　岐阜県岐阜市八代1丁目1-1,https://www.dance-school-iwamoto.com/,社交ダンス教室,,,,可,,Let's dance,https://www.dance-school-iwamoto.com/
mie,アクティすずかダンススクール,059-388-1500,〒510-0234　三重県鈴鹿市江島本町30-1,https://actysuzuka.com/social-dance%e2%98%85%e7%a4%be%e4%ba%a4%e3%83%80%e3%83%b3%e3%82%b9%e3%82%b3%e3%83%bc%e3%82%b9/,社交ダンス教室,,,,可,,Let's dance,https://actysuzuka.com/social-dance%e2%98%85%e7%a4%be%e4%ba%a4%e3%83%80%e3%83%b3%e3%82%b9%e3%82%b3%e3%83%bc%e3%82%b9/
aichi,ダンススタジオ・ヤマハタ,0566-36-3424,〒448-0008　愛知県刈谷市今岡町新田5-5,http://zmdrk315.g2.xrea.com/,社交ダンス教室,,,,可,,Let's dance,http://zmdrk315.g2.xrea.com/
aichi,ナゴヤダンスアカデミー大府教室,0562-46-9239,〒474-0036　愛知県大府市月見町5-213,https://www.nagoyadance.com/,社交ダンス教室,,,,可,,Let's dance,https://www.nagoyadance.com/
gifu,アキタトシオダンススクール,058-266-6596,〒503-0893　岐阜県大垣市藤江町6丁目19,https://akita058.wixsite.com/at-dance-school,社交ダンス教室,,,,可,,Let's dance,https://akita058.wixsite.com/at-dance-school
gifu,オオハシダンススタジオ,058-481-8228,〒507-0901　岐阜県多治見市笠原町1780,http://okds.jp/,社交ダンス教室,,,,可,,Let's dance,https://www.lets-dance.jp/products/detail.php?product_id=1322
